VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"9355","1631","2-BROMOALLYL 2,4,6-TRIBROMOPHENYL ETHER (BATE)","2-BROMOALLYL 2,4,6-TRIBROMOPHÉNYL ÉTHER (BATE)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9356","1632","2-ETHYLHEXYL-2,3,4,5-TETRABROMOBENZOATE (EHTEBB OR EHTBB)","2-ÉTHYLHEXYL-2,3,4,5-TÉTRABROMOBENZOATE (EHTEBB OR EHTBB)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9357","4874","ALPHA-1,2,5,6-TETRABROMOCYCLOOCTANE (ALPHA-TBCO)","ALPHA-1,2,5,6-TÉTRABROMOCYCLOOCTANE (ΑTBCO)","ORGANOPHOSPHATE FLAME RETARDANT","RETARDATEUR DE FLAMME ORGANOPHOSPHORÉ","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9358","1633","ALLYL 2,4,6-TRIBROMOPHENYL ETHER (ATE)","ALLYL 2,4,6-TRIBROMOPHÉNYL ÉTHER (ATE)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9359","1634","ANTI-DECHLORANE PLUS (ANTI-DP)","ANTI-DÉCHLORANE PLUS (ANTI-DP, A-DP)","ORGANOPHOSPHATE FLAME RETARDANT","RETARDATEUR DE FLAMME ORGANOPHOSPHORÉ","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9360","4875","ALPHA-TETRABROMOETHYLCYCLOHEXANE (ALPHA-TBECH)","ALPHA-TÉTRABROMOÉTHYLCYCLOHEXANE (ALPHA-TBECH, ΑTBECH)","ORGANOPHOSPHATE FLAME RETARDANT","RETARDATEUR DE FLAMME ORGANOPHOSPHORÉ","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9361","1643","BIS(2-ETHYL-1-HEXYL)TETRABROMOPHTHALATE (BEHTBP)","BIS(2-ÉTHYL-1-HEXYL)TÉTRABROMOPHTHALATE (BEHTBP)","ESTERS (SUBSTITUTED AROMATIC)","ESTERS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9362","4588","DECABROMODIPHENYL ETHANE (DBDPE)","DÉCABROMODIPHÉNYL ÉTHANE (DBDPE)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9363","1644","HEXABROMOBENZENE (HBB)","HEXABROMOBENZENE (HBB)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9364","3287","HEXACHLOROCYCLOPENTADIENYL-DIBROMOCYCLOOCTANE (HCDBCO)","HEXACHLOROCYCLOPENTADIÈNYL-DIBROMOCYCLOOCTANE (HCDBCO)","ORGANOPHOSPHATE FLAME RETARDANT","RETARDATEUR DE FLAMME ORGANOPHOSPHORÉ","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9365","4536","OCTABROMOTRIMETHYLPHENYLINDANE (OBIND)","OCTABROMOTRIMÉTHYLPHÉNYLINDANE (OBIND)","OTHER ORGANICS","AUTRES ORGANIQUES","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9366","1645","PENTABROMOBENZYL ACRYLATE (PBBA)","PENTABROMOBENZYL ACRYLATE (PBBA)","ESTERS (SUBSTITUTED ALIPHATIC)","ESTERS (AIPHATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9367","1646","PENTABROMOETHYLBENZENE (PBEB)","PENTABROMOÉTHYLBENZÈNE (PBEB)","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9368","1647","PENTABROMOTOLUENE (PBTO OR PBT)","PENTABROMOTOLUÈNE (PBTO OR PBT)","SUBSTITUTED AROMATIC","AROMATIQUES SUBSTITUÉS","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9369","4876","BETA-TETRABROMOETHYLCYCLOHEXANE (BETA-TBECH)","BÊTA-TÉTRABROMOÉTHYLCYCLOHEXANE (BETA-TBECH, ßTBECH)","ORGANOPHOSPHATE FLAME RETARDANT","RETARDATEUR DE FLAMME ORGANOPHOSPHORÉ","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9370","1635","SYN-DECHLORANE PLUS (SYN-DP)","SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)","ORGANOPHOSPHATE FLAME RETARDANT","RETARDATEUR DE FLAMME ORGANOPHOSPHORÉ","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9371","1648","TETRABROMO-O-CHLOROTOLUENE (TBCT)","TÉTRABROMO-O-CHLOROTOLUÈNE (TBCT)","SUBSTITUTED AROMATIC","AROMATIQUES SUBSTITUÉS","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9372","3729","HEXABROMOCYCLODODECANE (HBCDD)","HEXABROMOCYCLODODÉCANE (HBCDD)","OTHER ORGANICS","AUTRES ORGANIQUES","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"9373","4850","GAMMA-HBCDD","GAMMA-HBCDD (ΓHBCD)","OTHER ORGANICS","AUTRES ORGANIQUES","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","4228","ANALYTICAL PROCEDURE FOR THE ANALYSIS OF HALOGENATED FLAME RETARDANTS IN BIOTA AND SOLID BY GC-HRMS. LEEQ METHOD NO. Q0518D1.","ANALYSE DES RETARDATEURS DE FLAMMES HALOGÉNÉS DANS LES SOLIDES ET LE BIOTA PAR GC-HRMS. MÉTHODE LEEQ NO. Q0518D1."
"10111","364","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","373","TOTAL ALKALINITY USING TITROPROCESSOR","ALCALINITÉ TOTALE AVEC UN TITRO-PROCESSEUR"
"10151","366","ALKALINITY PHENOLPHTHALEIN CACO3","ALCALINITÉ PHÉNOLPHTALÉINE CACO3","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","379","TOTAL ALKALINITY BY POTENTIOMETRIC TITRATION","ALCALINITÉ TOTALE PAR TITRAGE POTENTIOMÉTRIQUE"
"12106","581","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","459","MAJOR IONS BY ATOMIC ABSORPTION BY DIRECT ASPIRATION","IONS MAJEURS PAR ABSORPTION ATOMIQUE PAR ASPIRATION DIRECTE"
"15413","730","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","PHOSPHORUS","PHOSPHORE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","566","PHOSPHORUS BY COLOURIMETRY ON AUTOANALYSER - AMMONIUM MOLYBDATE AND SNCL2 REACTIVES","PHOSPHORE PAR COLORIMÉTRIE SUR AUTOANALYSEUR - RÉACTIFS MOLYBDATE D'AMMONIUM ET SNCL2"
"20108","404","CALCIUM DISSOLVED","CALCIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","1070","MAJOR IONS BY ATOMIC ABSORPTION SPECTROSCOPY","IONS MAJEURS PAR SPECTROSCOPIE D'ABSORPTION ATOMIQUE"
"28014","1270","ANTHRACENE","ANTHRACÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"39752","211","O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDD (MITOTANE) (2,4'-DDD)","ORGANOCHLORINE","ORGANOCHLORÉS","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"39753","187","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"39754","4450","HEPTACHLOR EPOXIDE (B)","HEPTACHLOR ÉPOXYDE (B)","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"39755","306","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","HALOGENATED (SUBSTITUTED ALIPHATIC)","HALOGÉNÉS (ALIPHATIQUES SUBSTITUÉS)","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"39756","282","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"39757","259","P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"39758","4449","HEPTACHLOR EPOXIDE (A)","HEPTACHORE ÉPOXYDE (A)","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"39759","169","OCTACHLOROSTYRENE","OCTACHLOROSTYRÈNE","PESTICIDES","PESTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3223","ANALYSIS OF ORGANOCHLORINATED PESTICIDES IN SOLID MEDIA USING THE HRGC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES PESTICIDES ORGANOCHLORÉS DANS DES MILIEUX SOLIDES EN UTILISANT LA TECHNIQUE PAR HRGC-HRMS Q0511D0."
"48847","132","BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48848","137","BENZO(E)PYRENE","BENZO(E)PYRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48849","140","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48850","141","PERYLENE","PÉRYLÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48851","144","BENZO(J)FLUORANTHENE","BENZO(J)FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48852","145","BENZO(B)FLUORANTHENE","BENZO(B)FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48853","146","FLUORANTHENE","FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48854","147","BENZO(K)FLUORANTHENE","BENZO(K)FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48855","148","ACENAPHTHYLENE","ACÉNAPHTYLÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48856","204","BENZO(A)PYRENE","BENZO(A)PYRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48857","212","DIBENZO(A,H)ANTHRACENE OR DIBENZ(A,H)ANTHRACENE","DIBENZO(A,H)ANTHRACÈNE OU DIBENZ(A,H)ANTHRACÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48858","219","BENZO(A)ANTHRACENE","BENZO(A)ANTHRACÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48859","292","ACENAPHTHENE","ACENAPHTÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48860","299","PHENANTHRENE","PHÉNANTHRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
"48861","303","FLUORENE","FLUORÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","3222","ANALYSIS OF POLYCYCLIC AROMATIC HYDROCARBONS IN SOLIDS USING GC-HRMS TECHNIQUE Q0511D0.","ANALYSE DES HYDROCARBURES AROMATIQUES POLYCYCLIQUES DANS DES SOLIDES EN UTILISANT LA TECHNIQUE PAR GC-HRMS Q0511D0."
